vendor,name,version,svd,sha256sum
SiliconLabs,GeckoPlatform_EFM32G_DFP,4.2.0,EFM32G890F64,fd04640120fa168b6709f7795a4a5707882c1c0be616de09baba6657f799b8d1
SiliconLabs,GeckoPlatform_EFM32G_DFP,4.2.0,EFM32G280F64,add6ae9ab7e4dd6ab1a60a7832babeebbc9decf5fc0b054be54a2e95c7edabda
SiliconLabs,GeckoPlatform_EFM32G_DFP,4.2.0,EFM32G840F32,a6409dc946a2eecca1f99616416e4f932e82e0ba78f88eac8fcf8cf5a155407b
SiliconLabs,GeckoPlatform_EFM32G_DFP,4.2.0,EFM32G290F128,c00dec29b2ec4f04d9af1e4d84689e682e2f9a9ccb7a0e77b9f58c550c1fff88
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B520F2048GM64,3f219a75873983e7b9c58b269b2e23de74201501b8b10163435ebcc0fb509abe
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B320F2048GL112,7cc31199f5a8458902fcfa3bf7b55919b201706992436c369784c03c1b82a24a
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B520F2048IM64,41b7e943e4afee296c3c962834c4c4e0b94ac026ad926612a39e059446f44793
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B120F2048GQ64,e968a3709803d0ed4d71fe261ec6261d44ba1ee17fa1c31adb98d3473802314e
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048IM64,8fe6c08bc2b96397ab17f2f0be8fea264f05e0daa19ea181632661c0d14ec48e
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048IQ64,bd5bb9fac909ad8ce43b5e801c8f28bb500747f845aeb41f2d36fad79d805980
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024GL152,ed55898f00d1980ddff1e56287067eb2b42eb3f2accc3b096ed5e0d96cf837c8
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048IM64,83fa905b9ea389054f7a63ef9581da458db20ce2391e0140a9f4b4b91d2f4bdd
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B520F2048GQ64,fa6e50a54c0e4734db178130ed96a278e1f1924a53cb52be352eead60762bbf0
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024GL192,27e0a51b8d10f4cbf09a07ab95600fca5a214ddb562381d9de6ae4bbd9ecc7ae
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024IQ64,5540e2cff249f9fd2d291fe9dbe632de626c52d20019eb41d71d2702a417950f
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048IQ100,b8205a5e2def5675ba546fafac25a14c84b9203e55d0ee924d06b1021e35188f
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048IL112,f0005d2b54764403eecc9554e7040b437559646d233ccc52bc082a9436942862
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048GQ100,89662a23642eaf33de6ab077d283caa7ec1fd4383948db816e313b9d08a75bd7
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048IL120,623a1c67600428547fab4448af70a251e42f57a02864f8b805e70b4ef41932c6
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048GQ64,f4fd5a9d3e88094afdd925c9988f522e1a6cd9762d23023ed615f2ff8146b6a0
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024IL120,ff5261249f9e8653bb3519296fa4fe23e46f4b8c3fe867cf416dca7e25e9bc61
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048IQ100,ad2bffd8b5247f9aa4e0bb0dbfc021a98d70d223fcd6feea287d8ff1c6630f6a
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024GL120,b70cd0495b9fdd48b49bb499b9043496c0fce4424e53fa997bd41aa4e6346a85
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048GL152,52dfab1d1c1d33a50140087554622e3df5263d643918f5d024e2e57daf7ff998
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B510F2048IL120,e1da1946e507d1321357e42e55d86ae44b9a88b10d08703311dedce89113843a
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024GM64,ec4fa7020801a465ac3f7421d0fb58b95c033a73e06303dae833d16c17c003b9
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B520F2048GL120,6081b889303ab76462a7427756bc90298b90bd18b1d027efb38daf9f54fa72de
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048GQ100,28d3f715411f889e35c5d3dc60cf4db65661dea8c1afa8e0d8b299b3d38577e4
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048IL120,00735390fb6cfb3bc66fee1aad7983ca148437104db923599f8bbedd0afa6e45
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048GL120,942d9b87f107e2d62bd7ff40fc01ae37ce68b685358ac35c8c7385ccbaa30ecb
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B110F2048GM64,468e1d7919d18da4ed2ab3436653571bf3d79fd62991b1bdb8fd27e5548b5c9e
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B120F2048GM64,828bc25602352404d3be87dbf7cd1cc648b40be3d38bc26eb476943a6de1dd8b
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B520F2048GQ100,0d44f6dce243a1b2c64facc83d9bb446259a78687b491f7e853c7ac90e18ff3b
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024IL152,4ccd04270947db030a20a9c46cc22821311d4034c0c41c3bf769aa84c6c970c9
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048IQ64,130d90bbabf5d1518fdc5006c270f2d252585ab54111ef7623dbdafc122bd813
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048GM64,276f1a791adc4cd4f4e1feb543107217cde80a553392c67fda9d37e00e4d88ad
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024GQ64,bd913e869b803e8c1789fcaa3213443b03418fc6132930eda312bae63c97e943
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B520F2048IL120,d144d8ed84f735be642463782b0b3f5add7642c0bb80f3fb466a228110d9c358
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048GQ64,e95c94f03d24bd6cee43b38b66c886e709f03e2ef561e389b00af7239d435326
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024GQ100,d7393d68a6bfc7c007f2a968bb3a35642e33fec9e4ac65c4db84078380aca918
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B510F2048GM64,e53cd0f3ba4d5535d34b87ed438b2f953d8d42f379a3d130813005d5200f33f8
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B510F2048GL120,32bf12d8377f061f20f7796e11ca47e419ce69a7ea53d5d6b0557872153565c0
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B310F2048GQ100,a3c1befda3dcec8181f7161120eff56c146047590cdf833ce204b1475e212086
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048GL192,0ad28dd521b4131d8c8cb03eb957e9eede2b006c0903b9cae3016c39aaca5742
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B510F2048GQ100,0a17e24ddbd75e908c795e37c4e8dd0d351fb0905336dda0c3f61dfe6708176d
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B110F2048GQ64,2e0ec6214a9e6c682a43c0fe0d082212ba5d4a32f2a74ff8fc9f16e13141e1b5
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B320F2048GQ100,1531a9aea38de59421e59886c3c60e3154dc28a6b2d6477054a9b8949016860e
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B120F2048IQ64,03db3f5a759b08b65b0c08ce79e324ccd689c6746a0dda4f7d5634db14abb5b7
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048IL152,5b8266bcd92d9cc2f8b29e451a952e15901f5d9f769c0a9f82c382fc5d469a0e
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B520F2048IQ64,0c6e69ef2c830f97e96da2370f898f5a8a830109c0a39aff8a0f96b3df8e56e5
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B520F2048IQ100,f5b61a2c333ceef61ffb78359d9c72b619771809445e015d4eed90e756eb6d49
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048GM64,b3c4f56bfc375e189a19ebf67cb21f83105d7cc07fb36313734518b144067b65
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B820F2048GL120,f457fc16bd25ddaecad5f38b931f64ffce00631dee78835bced8cc1af6bac7a2
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B110F2048IM64,e1b8bec3ded1338941725e04ca96f57c95c7e51b936e1ebcdbb3c0b451331fa8
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B310F2048GL112,da631e978342b64cd56e936a2cf65b5399ac4b37f2ae201cdc7d851cced9ea85
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B510F2048IM64,888a2bf45e2bfb29b035c4e4c6dd37ab9089528c6036de71b1c13026894235b4
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B110F2048IQ64,4e7407b7fa79e8b9a04deb7969d23d19a6890faf54a06d7b839044c958e1b97a
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B510F2048IQ64,a0b3b066a2f1ae87805b2da99820ec2e66813b9e966ce3170d326bc752ee0e05
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B510F2048GQ64,713ba7e4211b47f9e0557b231a30fa155757c8ec57e79ee35d5a9a2fe5375cf1
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024IQ100,ec41d19a69cea3965cfd2b2689b45219ce8e8125b22ff0e241ed81063a0bbf4c
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B840F1024IM64,66eab5dfc45c0dd6b949b6c340510e511a81a4035ae159f28e6006c23aa539ca
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B420F2048GL112,d2f02993f81e5b955690bfabdb6ef9e3d4fc70d94ea8ea8b3da60088a5318e1a
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B120F2048IM64,58d034ca064424b98682ec501f66d3021781f604e303095dc5a34eca7d3301b0
SiliconLabs,GeckoPlatform_EFM32GG11B_DFP,4.2.0,EFM32GG11B510F2048IQ100,b4ee2d6d34d005c2e35a5d2937cabd9e0d8b251894c7224e2d03473e0c22665f
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B110F1024IM64,26ccb90444bc397449a8c88a5f90ae90c6bb1c7650547955b60305eae2df30bd
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512GQ64,c83623a9d304c6741ac608941fc2d6a915acac10086b4258b6fde1b205e9e0ad
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024GQ64,4df215e474f97e880423e8395630cd2dc6268383d7271f4d362e85dbff5990e8
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512IQ64,e206a93b54a461b35a70c03fc4a246ae028719a2f4a13c10db2ed0dd228b5423
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024IQ64,c32d6438e667f5e11cbe0235698d65a86e5df2afc2e50c0729e452de365966b4
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024GL112,bdd1c0c992eb45b3857ff1436998a42e158d660051765c16fb7535161a2ea54e
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512GM64,29c59f77f7a31681166eabf29a798e8da1d32dbed7c3599ef2818e17b7759640
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024GM64,4ae2b3b48efc999a4a913a7b953d4c3f6030a83a70219a9cb72087148c796876
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024GQ64,8a4ad12cf31b84c10f60cf1734544569ac8691662e267b6b58b08f242d85b2e6
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024GL112,dddd6dc87369fab8feaf340c0e1fd5579d7e3121064d27fde48ccd3de0b165f4
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512IQ64,27e2e84a6b09cbc27612e94087358d5f87ed3fc554526b741019c19b94365ea9
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512IQ100,bc7fb29a26af632308ff6577d643eaa4620b66705aebfaecd11896c56ea775ab
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512GL120,09cd58cbbd6d145cce34433e963071b074cf1338ac0cfe831ef208653044bf2e
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512IL112,efaaf8436189970b9e7cb852e38e11d179cdbf0afff0e30c7668cf37948df234
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024IQ100,4ddec4319fae25e4883c09bd457b815050f8f250983feb9bddb268c6f7e5f94f
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B130F512IQ64,325194f5173f2409267659755aaa6dbef6894d5ec9118d47b1210e032db2b2cd
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B310F1024GQ100,1a78be331436ebdf8b2fe3e949b6b18038a212d08293e9379d8f5a6d938b7dcd
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512IM64,e3414558ad510057a6f1fca021b51a50b7a35f466c7e3bf435a04772ab550f3d
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512GQ64,8b105b9dc8484af7e7e552ec748caa384e45c89c9877a14a71cb0b345670b5c6
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512IL112,d515b147a6fa4c447c32f8a73861a07759d82b0aec1691acd47e0a159b767206
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024IQ100,490ccd4578b461690ef64c00346c5760da36dbce6fb01b865a8ba234768fc3bc
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024IL120,b12d579f83c099112d2f8bbdf02194edaba9eef429018a61e2ea53d6a138fc09
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512GQ64,8af4050da0fd28d42dfedf7cc6207c153019be61503aef1a7d83e1d7c55bc2a6
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B110F1024IQ64,0479ef9763d7067895d5a071c7f302d00f1eac21a91aeb040119ed939d5eb682
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512GL112,720e3258029e1a6243344834e2f1fd2b84aa902a309e76517a688e1895417cf1
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512IM64,42957ea96b1cd8894fd5fe5c65749a94d8e359c5b7a0fb40f17dfdb6273e5840
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024IL120,567099a21db2fb6b944d4c2022c1128c2a22803fb3edcb35ea53996fb8b1dc52
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B130F512IM64,7be5f97f000b54dadfb098c49414fdec1055435e7535106aea21c6f8f24cd022
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512GL120,cd3a00de39db1684419cfc275dc52843c439a8d16bf196a16308350d503147e3
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512GQ100,1b398669d6b50e529629ceeb9fbb551786475ccd53074acb9e32d2303958a7e8
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512GL112,e32dc2809c13481be17e51feee72ece564fa70866cad16cacba826f1ca9f729e
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B390F1024GL112,09dc360f34d5d87b518d7af97df94f788fff055ac71db740222b87e77da6dca1
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B390F512GL112,11cb5786755d3c8cc07b8cf26bacf0784e7bb21ddcbd914685a5841585d2f595
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B130F512GM64,67eb69b735d7235b5be1f4ad55cf04f742461bf18f1e2d7f83e11d0d321e373a
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024IM64,bb05d0a346fe6976b5efe75cae3c4fc91e314843e208ac8b4abaf0c38691db05
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B110F1024GM64,6774af64283283db9984fd0c7a8cc1284dccdfd43ebaf51280d5f71d6717d6b3
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512GL112,a98bbd5bbb154ce79d35b52517b61000ce0e8b3ba5e2fca46f9946e27529a100
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512IL112,63f288fb3e17dddd71bbd155707ad82fa547d8e06c9d51bdc2a6d619f91cd58d
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024IQ64,50b755911eda388d2679273539da2daae16b606640a923f9e3b0c53e88652d83
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B330F512GQ100,453d060326d16e6a40be76befdcfff82ee33af42531ee1294d6fcd24cb13e115
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512GM64,d156a0f8f569f4a612cbd58c7f0b3eeb54605163aabd85cfd9b069a19be9287a
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B110F1024GQ64,1d887c4e72973b1b26b3e2e79c9651531b207f54190ebaf475504d3721ca6eca
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024GM64,90b247deb73fb768d3f5ae108bc92a6963dc3f58c72b5daedad13da9e787df03
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B130F512GQ64,3d6060f4ea768d18f648af4fee394dc46895b8f572a50172b890e28080206378
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024IQ100,a1f7116d559346990363cbbfdbca3a121d2bd4b81447d21a80005ef00095274c
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512GL120,71e4a16b84623fb0a0f8a3095e9717deb1abf0e0fe4e817f32d405df6a81ee4c
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512IL120,45ed6968e9777de900b60f5975c8c99247f8ceaf6b1321be4577d923a584bc32
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024IQ64,b3d016a0e6f5e2b3bc25746ee661c05aadcdc40f7b9d83371461c062a76e11f9
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024GL112,e79a194361ee630204028a405462192a1f7bb49056de2236936438192b53fcb1
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024GL120,65d836c7659c8196e02fc724b6a76c51114c94b745d27fb0357ab7578eb0507a
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512IQ100,c9e445a5fa9d3bf926976388de5d7a2b750cecafaef33578b15249f627b68528
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024IL112,823f13a3a6d5044abfabaa8837a6d2090ed1f67b3395118db8fe847388f1f885
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512GQ100,02427e1833beed1469fa0a06a47940a0868984483288093def0505b8fb36bc0c
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B330F512GL112,ea43386f0e6b5fc1490fcb781cb0c752616d3edd418df7a36a8a7373d7c81d39
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024IL112,c53e8fb6b5aef94a027eadb14034ba9bb2fa77088fdbeb78f78dc523a98ff01c
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024IL112,546fab5f7c6749d0d1f50b300fcc2f488ca98e889c61d33fa59114178100533e
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024IM64,525c9f153431eb3e2e3d677eed0c5c23133cff4cefa9eb9b6c0cfbbd5e54f72c
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024IL120,ad00879417f058af3bff94220dc2008c64172f63200984c5ffd05bec022146dd
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024IM64,03364cba353bdd87ba85502c6a39ae70a8d8e2a588cfd5ec05ee1dcd9581e04c
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512IQ64,e3837b5a5eaec7eac1c474f8694919256de3b69ef55a8ab9181197b5ebf25119
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024GQ64,5d03e482c6a9f8848ca5a66d7c5c60c0b3a8508e3e4b5da693667b146f0475fb
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512IQ100,e16f219e933fa3715d885056b0b6e972941ab69178c4e3826ac6d5ad9c35cab3
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B310F1024GL112,bd40ddd6235598e3064741671794bf277a6289282d623adf0389a4ef5494f677
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512GQ100,07ae83fea8724b5db04e3f8d520abeed4b8c63ccaeb1e3d6fd290ed885e54e0b
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512IL120,4f7c547a331e758684e8dcd9e33bd0c010ff4bc5aaa31cf1594442e2724177c5
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024GQ100,77c6e9271ee90c9a9ad59a5801daef7045563b41bcee13d5f5a8620481f9fdba
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B810F1024GQ100,4a063c77c480b0c11ef96bfafb8f7e1b6e686a36283a3daa374ffb5e7d97e450
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024GL120,f368c9007f8c0d402e294cea6ae7e1c62b56c387978d55417a3c1f644f6417f1
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B830F512IL120,4abde0df7877da745f4af0d1f46f370ce524e4ff6697e3e50206d7bfc1cc7051
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024GQ100,3b414e635635b7a9f92fa71b0b796994e7a76679a817597f00c8881b9134b1e2
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B530F512GM64,c1f2e10d2e6180929c43f066d3d9ce8e5aea91da558105721f1699608fdd97e1
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B430F512IM64,081bfb1ec5726e0e49ae047df2c8eff151c5fda8a6b49272323662da76ecb058
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B410F1024GL120,1bfab6d414ab850175558c2046dd3455de1cdbb5dcabd87909d8a1d02ecc0320
SiliconLabs,GeckoPlatform_EFM32GG12B_DFP,4.2.0,EFM32GG12B510F1024GM64,cd5036b2f07cdfb26bca14e844d2f1b9ec54e4f9e9c86e6f1950a7b5475cc760
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG940F1024,23a35993f679e60f9452f4cea5a4a9131a117ed41a27aaa52e33a829e94b9d26
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG890F1024,08596e0334b1f6a60f475fe056e84b5826a6f1870e04d2437c987ea12eb2d659
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG230F1024,8649c2f4e9e9345ff917cf4e173842f9d6e21f8dcfef18920796f77c0d55b73a
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG330F1024,57c1cbdd613135151dcba828279a76043d55e0492e356e7514a9ed11983be748
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG842F512,cdbf5ea069c60f72130c07fd2ddf70f7918def5ca21ff4b1718f0a94e8dfb7d8
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG900F512,69b8a7df5f40b30982430834ef46e630e77796077cee1449255386e61d025881
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG280F1024,a8e4bee1d9265806a313819c43f518558ecaba344f912be7b60b30066d2bad2f
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG332F1024,5210a5b342b4180cfa6386402152501c8ce0400914f29d7e0f1f6f3308fbff8d
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG295F512,32af650f836e0953b269f1eabf90b78354135767b4d60da963d34ae9718eb98a
SiliconLabs,GeckoPlatform_EFM32GG_DFP,4.2.0,EFM32GG940F512,ea2407ab98db1631a953f38e13666fd6ebda8a1b6b1f3ea12bcc129c73b8854a
