vendor,name,version,svd,sha256sum
3PEAK,TPS325M0_DFP,1.0.0,TPS325M0x,930d28c13fd9918da893cd6b1889710c22144baf0c41350543e6a3849a7bf83b
3PEAK,TPS325M5_DFP,1.0.0,TPS325M5x,12df6e8e931511dadf5f37be5a48e1dd2ecc1b92181ffcb0c1d8a4b485b89ebe
ABOV,A31G1xx_Series,2.5.0,A31G12x,d5451b69314918103405c67c232a34397698d0a4419b28364bd01159c7e586cc
ABOV,A31G1xx_Series,2.5.0,A31G11x,dc2d1c8653f6bd91c8e89348ae7e02447e8a5c3ba253685053bb35f880680c29
ABOV,A31G21x_Series,1.5.1,A31G21x,503684e0329fa826654d026bc4e1f52bfacae8061269a30441b8baeb84da9fa6
ABOV,A31G22x_Series,1.0.0,A31G22x,39945d3d371c35b1651546a12b097801f590864ba46bfc01e9d78115713a7318
ABOV,A31G31x_Series,1.0.0,A31G31x,21cb7cf42acf3ed4cefff40dcf0855a65c56177612065ef66c62e57615db7735
ABOV,A31G32x_Series,1.0.0,A31G32x,47fdc3a15080ee99c6b0a6e8a94e0619e647497b3651b46e0d7b655f6d29c31d
ABOV,A31L12x_Series,1.4.0,A31L12x,5535eb1c31ef4021bf763d4ceb1717a29b8727eebfa7a712ab2b8defd0c792f9
ABOV,A31R71x_Series,1.5.0,A31R71x,cdd9274afddaf846d23fb9c2983d612314fc81dcaf394f81508f4cb7a12721da
ABOV,A31T21x_Series,1.0.0,a31t21x,1be5023bb95c21e0b259982c367bdb66841ccd3888c11e7a157315ee40a771be
ABOV,A33G52x_Series,1.0.10,A33G52x,6415afe90c98d0ed424dccbc9b18e87023945e2ab16c487346db2868d8a0ca35
ABOV,A33G53x_Series,1.0.0,A33G53x,24e9402ab97eb84b97e500d271b4facf538d3d60f061d46bb99b102017f65d86
ABOV,A33M11x_Series,1.1.0,A33M11x,906d7da792ac10e72052f6e1d2a91a25669b9085a621611f5c3eefe6cb8cd9b5
ABOV,A34M41x_Series,1.1.0,A34M41x,1114fe08988a916bab08d9d4b2ef6d78e15042183e9cbca4cd45d2570cc620b4
ABOV,AC30M1x64_Series,1.1.0,AC30M1x64,ab8b1bbf1532c7d3758827d7364a295b4fe8a4e9e8509a89f3fddde7b067ece1
ABOV,AC33Mx064_Series,1.0.0,AC33Mx064,e024b7b48871d9e2cbde5e2d4058f01ecc65ff64e663d3665eb1716b7fec6729
ABOV,AC33Mx128_Series,1.1.4,AC33Mx128,44a7b64e9a3d2f9986be8f019468a7305de92ed3ec48558975b3f768dedf8682
Active-Semi,PAC52XX,2.1.0,PAC52XX,9b8400b3a55d4183d3d28cbcae2f0c1c7b91ae3373abb7c1e8ac4436cea5a061
Active-Semi,PAC55XX,1.1.0,PAC55XX,4036f55140064aa2bb6b3288eb15c94a328a78b89ecf063436a5d8e5ad4fb8ad
AmbiqMicro,Apollo_DFP,1.3.0,apollo2,734c2fe9e6f6c552cebc3be3e6817d572f81ede514dfb7504e6cf660268e9291
AmbiqMicro,Apollo_DFP,1.3.0,apollo1,94dbe70cb78a2d2f528c04d6c087363da5b8d5a7e5469ea672b458adc4de3b68
AmbiqMicro,Apollo_DFP,1.3.0,apollo4p,b06bf2c73df106bea2a540f7e4e3d62ddff290430d1e6241ab143da37277d16e
AmbiqMicro,Apollo_DFP,1.3.0,apollo3,ffdb0aa74ca92daeae1ac42bf57c9406bd82c5361f29d996fdff4994c29a87c8
AmbiqMicro,Apollo_DFP,1.3.0,apollo4b,0b1a30915c2bd31d22b0995809b06d7945be6ac954dfd9d2f9bafd283bb3604a
AmbiqMicro,Apollo_DFP,1.3.0,apollo3p,9ee3e953eff38b0866ab5b7dc77e90eee699065dea17ab5c9a91e6f8973043a0
AnalogDevices,ADSP-SC83x_DFP,2.0.0,ADSP-SC83x_HPC,52c8a29aed5cb83b8232050fa417031f35b325bfe3cd6d10eee5610de51a51a9
AnalogDevices,ADSP-SC83x_DFP,2.0.0,ADSP-SC83xW_HPC,7b072413e76b1126743619a2f696be9339e2aefc08e328f943f98a3df1de0565
AnalogDevices,ADuCM302x_DFP,3.2.0,ADuCM302x,7fee9069e901de004d14e4ec35dd654db3533d7d28b469af59ca1f8a843c41bd
AnalogDevices,ADuCM320_DFP,1.1.0,ADuCM322,29e681a03cd0c6ea6edd8ae35651f23f67d238aabd7402a13b7c7ea65888044f
AnalogDevices,ADuCM320_DFP,1.1.0,ADuCM320,f05f7ecba42d04bad28c7400b83342058560b2943ccf0b6e6cd81fd4eb4df63c
AnalogDevices,ADuCM320_DFP,1.1.0,ADuCM320i,cef6ebe112bd224b866f5a8b6aa3e9480ccb34e7242e6e52661929337c8ee3ad
AnalogDevices,ADuCM355_DFP,1.0.3,ADuCM355,59ab2220c2e4d4aa4d36bc881c03834f44700e31da8aeb5ad7e9c51f75a6b42a
AnalogDevices,ADuCM355_DFP,1.0.4,ADuCM356,f7d67d343d32f8734f6075225cc2f312491a83a8705cf18f8461249909286a9c
AnalogDevices,ADuCM36x_DFP,1.0.4,ADuCM363,e412ec00ee16a57307876473058908150271eb45b46daa4bd26f9ffe935c52fe
AnalogDevices,ADuCM36x_DFP,1.0.4,ADuCM361,aee6c0902feb63b2eca0900ff84f252565ece13c4a1df213f97f61791408a3f3
AnalogDevices,ADuCM36x_DFP,1.0.4,ADuCM360,16849dae5eb11fbc13270951a1432c9dcac840776db607860aa969a22105d5cb
AnalogDevices,ADuCM36x_DFP,1.0.4,ADuCM362,11ed559c709be5f5298e885f1c049cc8b50dbcb11d74fdff2fd3742c5bb89997
AnalogDevices,ADuCM410_DFP,1.7.0,ADuCM410,4ff61268726dcbdd4940186093fcfd967e4c48c2aa7f88cf9d5d054558f67768
AnalogDevices,ADuCM4x50_DFP,4.0.0,ADuCM4050,a0dd3e549cce59f93267ac594eb54be50bc7e27019affd2ca34a087a0b56ce11
AnalogDevices,CM41x_M0_DFP,1.0.0,CM41x_M0,7a63fa9be12bd6171067cbf55847c605091101220ea87e56940f60ec0da2bef1
AnalogDevices,CM41x_M4_DFP,1.0.0,CM41x_M4,ea4ad91800e92d126b7b87c70bdc3bd5675d3f5cc5ef73601c83092583d5ba04
AnalogDevices,CM4xx_DFP,1.4.0,CM41x_M4,85520564e176668edc21c87430baa0fe33d31b565e655116774ec1dcc1b01d06
AnalogDevices,CM4xx_DFP,1.4.0,CM41x_M0,0fc1fa10032012c70e1572475daf00928e4a914907d8ff157a137c711d4e644b
APEXMIC,APM32F1xx_DFP,1.0.0,APM32F103xx,202e742abf0474ca09809142fec16fbe8279a404d89c98039b7e6db6070cacc4
ARM,Musca_A1_BSP,2.0.0,Musca,14b866fc9f9ef77ec1c185b9cc62cc0c838659819344c74e6af0ce178bf1681b
ARM,Musca_B1_BSP,1.1.0,Musca_B1,bb2415292b27b49c2508a8a5b003528094f1d476e4b137096071726dc9fcb6cb
ARM,Musca-S1_DFP,1.2.1,Musca_S1,738280cc1f38270111eee3c30cab903f8f129d178c3c5d52104e872f3b039aac
ARM,SSE_315_BSP,1.0.0,SSE315,3fb3c82e623349f9757e46aecdf912de45586f58f741fe57567c93bb044f2286
ARM,SSE_320_BSP,1.0.0,SSE320,2e780fdc354caad6f5a1d33eed8b46c46a2df4d7585907613291fb9bf60c4978
ARM,V2M-MPS2_SSE_200_BSP,2.0.0,MPS2_SSE_200,0941e9c873e74d928243099d4653412276a00bee50c2012b7528455d87c400a6
ARM,V2M_MPS2_SSE_300_BSP,1.0.1,SSE300,aee3afce316d0b942920fb9f03b3cd6ade2129111f8c8d672bb4b42e5a66d587
ARM,V2M-MPS3_SSE_200_BSP,1.0.0,MPS3_SSE_200,9e12a10229546b94c64ccd4481fe91b242c9d97f3efb4471c9fe78952bd78369
ARM,V2M_MPS3_SSE_300_BSP,1.3.0,SSE300,b85c8fc2121c50739b0d9ff3c6e33e11f2cf82a9d6b3e49dbac17dc1a7e7b2e7
ARM,V2M_MPS3_SSE_310_BSP,1.1.0,SSE310,e51948ad31643b7616fb32a1d4dd624484d10c56b63ec33652cbf27a5be48dec
AutoChips,AC7803x_DFP,1.0.1,AC7803x,76af3258abe1045720c207256a4676422574f1cd23e46d3bb5d923cc9362eb79
AutoChips,AC7840x_DFP,3.0.3,AC7840x,b1eb61862640c8243da9b5643da67ce5736e6d7df4b63eb81947971ef8f59d35
Brainchip,AKD1000_DeviceFamilyPack,1.0.2,AKD1000,c5e626d7bebfa3ba5b8ded32211c0ccfcbef204711d568e8e1fa8dabb848db71
Cmsemicon,BAT32A233,0.10.0,BAT32A233,cea518f2d238c7de116a3f07031565f3bc6245a213b5804b0ecfc9854af3c2c7
Cmsemicon,BAT32A237,1.0.2,BAT32A237,04e6c54de48dc3ced78dd604095c310db7c00b611bc0800012960e36fc22defc
Cmsemicon,BAT32A239,1.0.5,BAT32A239,27d6ebc5ac2550349ee89a75d81bdb099f2629d796a5035f5dd7167eca78ed4c
Cmsemicon,BAT32A279,1.0.4,BAT32A279,83ce0f1a7c3260bf00636ce06072b2eba6fa86ff687042044ce4db532a88d6e5
Cmsemicon,BAT32G127,0.11.0,BAT32G127,9121fa79192278e4e02b00708f1d83a308b30f10fc96cc2076b7afc996a4eab4
Cmsemicon,BAT32G133,1.1.4,BAT32G133,f5d92111927a03f66a978ee48a6be608f8ae9dda9119fb7ac0fec33b1d33dae1
Cmsemicon,BAT32G135,0.2.1,BAT32G135,22f9a0b57681ff32dc13e250199d25397cc3f9934bcf63e609aa2f73d9974c46
Cmsemicon,BAT32G137,3.0.11,BAT32G137,f97edcf352e5377b7e56e580927320174f1ffe4478a4fc5e0a2a48b3dc91e6b1
Cmsemicon,BAT32G137-A,2.1.0,BAT32G137A,7bb09ff2d7173790bdb62cd513a15cbb8d535224d2a0103921448215043317f6
Cmsemicon,BAT32G139,0.13.0,BAT32G139,d2a4898854823c390ddbc1f83b3628b5f4b4adf9b8ac1fbf7f0186225d3bbe35
Cmsemicon,BAT32G157,0.12.0,BAT32G157,7758774acd832e8cf8d546584738715f12f824631e9be525c9ae31bac2a933e7
Cmsemicon,BAT32G179,0.7.0,BAT32G179,af9d229855fb84ca631b671d4ac27f925666440ccc9133f9269a78d19c91db17
Cmsemicon,BAT32G439,0.22.0,BAT32G439,dcfc0416ca06131d6c7e669067ccd496f81237c83b317c415bc7c4b60668e785
Cmsemicon,BAT32WB35,0.1.1,BAT32WB35,6590b2c560fc6328da976c05e5c13c6997b12e5d5050a7bdca17a3c21e256957
Cmsemicon,CMS32H3201,0.1.0,CMS32H3201,1ecc56be446aca01433f17d41e53e02e80210cfee96453a898aa5d1ddbc144d9
Cmsemicon,CMS32L031,1.0.2,CMS32L031,e57266198ed4bd41c15558d8632282320f5e7a1aed783ac91f113102b01642ad
Cmsemicon,CMS32L051,1.0.0,CMS32L051,69681e8429019bcd5ce4ee69421b5cf60362b9ebca973d12248d7c1881b842ed
Cmsemicon,CMS32M65xx,0.6.1,CMS32M6510,795f8f1acb70f4de41c2f96f15b72430cda5a93f067f91e5a0da9b38d8d838d3
Cmsemicon,CMS32M67xx,0.1.7,CMS32M67xx,dee10f7fe359ac7ec19f42fa192cbce587950fa616b71fbb4d8e816a66a368ac
Cmsemicon,CMS32-Series,1.0.6,CMS32MEBIKE,8c226e47f675d24ec00b7ef52ed1d359f9c5877068dbf24f9694179e206b54ca
Cmsemicon,CMS32-Series,1.0.6,CMS32M53xx,519db88e2a6ccfe1b667673f3b38b4f82a3dba82f6e0bb3b8f82e913a4f65725
Cmsemicon,CMS32-Series,1.0.6,CMS32M55xx,22156aebe37e57cf61d57565c4593ef6d27bbf0a245a7570645712ab8e30ba27
Cmsemicon,CMS32-Series,1.0.6,CMS32F035,67af0d1977aa538134e89ffca3034a0528b311e88d6adc23075ff0b9b1da6795
Cmsemicon,CMS32-Series,1.0.6,CMS32M57xx,281dc3d97f0e02a35996f7fa972149fa326d7c56e60dfa22e1274fe023bd48fb
Cmsemicon,CMS32-Series,1.0.6,CMS32F033,8c1750b0c0cc1660e816da0d425fc4c516a429f8ffbf8d1bc56317e93299c6c0
Cmsemicon,CMS32-Series,1.0.6,CMS32F030,c7072c4662e46e072ad1dd705a261bdcdf7389a1773ce0f1ae35b9b976b371f9
Cypress,PMG1_DFP,1.0.0,pmg1s3,d445ad5423d047afd6b61802418a6e621d7238e91724e33994372f7acf0cb8e0
Cypress,PMG1_DFP,1.0.0,pmg1s2,e745c31da8f74f1135f5c49fcdba689778d38f3ca55957714575ef64c08b00ff
Cypress,PMG1_DFP,1.0.0,pmg1s0,10288d15cbde9ce5dde2568bf7b6c8d155bfa8bcdd026c2cc338fe3938055b84
Cypress,PMG1_DFP,1.0.0,pmg1s1,bb15922486a78d468dbda520468be236869e6a203800dbe0fbd1d0eade1a7bd2
Cypress,PSoC4_DFP,1.1.0,psoc4100sp,5617894646b66ef9ab5e3ee6f3e0d22ae3e402c4c8b491334eae3f04fba51aba
Cypress,PSoC4_DFP,1.1.0,psoc4100sp256kb,d809574a94f2d218767a6b4e86c79551a5d1caeeb21b7e2fe835498366fc6cda
Cypress,PSoC4_DFP,1.1.0,psoc4100smax,63e357b9d30f0ed6f307395dce69f811a8bb5f8e59e9d95ec01384f7b1a99b94
Cypress,PSoC4_DFP,1.1.0,psoc4100s,dc62ab65cc0a883a83f5e24d4189d97fada6d97615cec25015e805f388e7f002
Cypress,PSoC4_DFP,1.1.0,psoc4000s,9e539b39c8f0f562dec9c2b9873d8bc906c4f370a5fe6e69549d8bde3d08bc3f
Cypress,PSoC6_DFP,1.2.0,psoc6_04,a068c226fe50aff6a965a2d2f0ac5b0129aeb26970896e98f03fc88f31d01f68
Cypress,PSoC6_DFP,1.2.0,psoc6_01,62ac5f60cac5c72c951b9bf0ad042aade668beef9cbc03dd006964b960c6fb48
Cypress,PSoC6_DFP,1.2.0,psoc6_03,1564452445bc6227640f3d25583a39278bc9c01b6eff515f15ecfd561b12f33d
Cypress,PSoC6_DFP,1.2.0,psoc6_02,9192011eef9cea5540e2652a2148c931b9e90f125ea969e7ce480e1a485c1b03
DialogSemiconductor,DA1453x_DFP,1.0.4,DA14531,0005f395509b0aeafa6640a1104c669ea4feaf5ed871b4ce1cc6b6c065de2ab5
DialogSemiconductor,DA1458x_DFP,1.1.3,DA14580,4181de450e72c5ab3c6de9da40f0fdf86bb5398c68821c041d4c67312e1581c2
DialogSemiconductor,DA1458x_DFP,1.1.3,DA14581,36c9f39ce2f526b6d9ecae89fe803b34880a033d3d2073f1d5bad68263b879cb
DialogSemiconductor,DA1458x_DFP,1.1.3,DA14583,3cddea14df740f18ab3287e7fa7be57a7c0900ae21c51e1cf49278fbf29edbed
DialogSemiconductor,DA1458x_DFP,1.1.3,DA14582,1c9188ed5a1d98ccdd91002233ce14d5bde07ff7885149227f3acd247ba4cefe
DialogSemiconductor,DA1458x_DFP,1.1.3,DA14586,b966398cfb24bf71bb13eb369cd7c8f34b480d1a2af0542deae780a933fcb849
DialogSemiconductor,DA1458x_DFP,1.1.3,DA14585,c8357a60b2ca55b791df79237b0705f75b7eacbbb0b5bbb7ae6ce653d5c3f1c8
DialogSemiconductor,DA1468x_DFP,1.1.3,DA14681,3de58d0c9f9bdd51d9a3b202d5c553f6c261df17cd8c17bb421406bf78b5a3b0
DialogSemiconductor,DA1468x_DFP,1.1.3,DA14680,092dafc20cf8327990b86f440d189879d8c6f9181bc338fd35bbd4a67e8d07d6
DialogSemiconductor,DA1468x_DFP,1.1.3,DA14683,3ef122c8e6d59c71c604a492f6d650cbf7f334a5ae6c5726a34f3a13d8c6dd1c
DialogSemiconductor,DA1468x_DFP,1.1.3,DA14682,3d266ae4654a6c43e2f43ab4632c67151ae17e02486ef0aac9e72df9831b60c6
DialogSemiconductor,DA1469x_DFP,1.5.2,da14695,984c25ef8fdad5e8d33bb94fb0c31feea4558c81a54d8ae407357257c2c4c613
DialogSemiconductor,DA1469x_DFP,1.5.2,da14691,984c25ef8fdad5e8d33bb94fb0c31feea4558c81a54d8ae407357257c2c4c613
DialogSemiconductor,DA1469x_DFP,1.5.2,da14697,984c25ef8fdad5e8d33bb94fb0c31feea4558c81a54d8ae407357257c2c4c613
DialogSemiconductor,DA1469x_DFP,1.5.2,da14699,984c25ef8fdad5e8d33bb94fb0c31feea4558c81a54d8ae407357257c2c4c613
DialogSemiconductor,DA1470x_DFP,1.2.0,da1470x,def6acbae3fd0484069c9992751a380d4bb151f3e6b6e978d8b385ac708ccfae
ELAN,eKTF7020_DFP,1.0.1,eKTF7020,0d40e010167e76672d15620404ccceef2d1abc04c326e31d8e45b2c6889d6701
ELAN,eWD720_DFP,1.0.1,eWD720,291b10d46fece3e1ec042b279376a20ed45ab27c4ff373f84569e05cff305001
FMD,FT32F0xx_DFP,1.0.8,FT32F0xB,5979d21290769dfb8091ddd6d6aa0027e33ff0cc8fc65db93257af93e3488eef
FMD,FT32F0xx_DFP,1.0.8,FT32F0xx,8f05d82c265237b41aecd91a156a9fb1ffc51c2746bcd9295d269184e9fb082b
FMD,FT32F1xx_DFP,1.0.0,FT32F103xx,52e2f414f0eb839d7a070e6bbda7437292c7c26497e161b863bc567f91977549
Geehy,APM32A0xx_DFP,1.0.0,APM32A091,ad2edd9fecdb8fc86f664916c03c22ba30debac7779361f077d0a1c976779e37
Geehy,APM32A10x_DFP,1.0.0,APM32A103xx,7a518b10d41e58ef98b868950daa096c558bde227b6f36924db3590e48872e71
Geehy,APM32A4xx_DFP,1.0.0,APM32A40x,507d79b89f7eef4e00e33a93a8715898b1ab70dbb99f429f29b845df67c76a08
Geehy,APM32E1xx_DFP,1.0.0,APM32E103xx,8d2165512a73fa5f9d237ec46d3528e00e4007b17293444598d645b4cd6880c9
Geehy,APM32F035_DFP,1.0.0,APM32F035,80688f4bc1a787628a7f4452458375a1d920d3386738d6167d1cc443e681ece5
Geehy,APM32F4xx_DFP,1.0.0,APM32F41x,b7eb9e4279d66d7befd0db5dcc9c74bcc7d88997aded4c75811e50045dfea067
Geehy,APM32F4xx_DFP,1.0.0,APM32F40x,a75982bd919b755129a642a7d7e1f12efe0074ab66d6676a54f5ebb503e66df1
Geehy,APM32F4xx_DFP,1.0.3,APM32F465,bc4c99c450db4b9bfbd40b855de650d8843483bebc1d04d42f570903685b445e
Geehy,APM32S1xx_DFP,1.0.0,APM32S103xx,61653678bbdc8abdd06538e126653a98f5e231ff4e7e55f6d5fa7b8203029599
GigaDevice,GD32C10x_DFP,1.0.1,GD32C10x,33de7e3b7087e89fb91b77b5ad5a48d1f9bb4a1d558405e6cdf161d02759373c
GigaDevice,GD32E10x_DFP,1.2.1,GD32E10x,5e94b5e6f8b878ef460b283ff521aec9157dfa535081897d6f58c6c1253d1665
GigaDevice,GD32E23x_DFP,1.0.2,GD32E230,688b784933835bb3b0486abd822e9a92f1d961f8d22ee0af73cd804fec4e9b95
GigaDevice,GD32E23x_DFP,1.0.2,GD32E231,70c8aa6f8694aa0c4a2ccbbf37ddd6297cc599d96fc430f49e749ba3c137ce69
GigaDevice,GD32E50x_DFP,1.3.2,GD32E50x_CL,aee24f55b25e6a1eb81ee14aa08193921eec6066a7f21ac5c6b1e28bb53b5d00
GigaDevice,GD32E50x_DFP,1.3.2,GD32E508,8b267b67a1a5d2e90412d2cbad08c8d22707a208cd5355550ac9b659dd6b378f
GigaDevice,GD32E50x_DFP,1.3.2,GD32E50x_HD,7f9503ab12109856297b6269c47a1eb075b596daa3724f014c43b686ca39a637
GigaDevice,GD32F10x_DFP,2.0.3,GD32F10x_CL,1877b5e43564756be132d2983c224899d46327fb7ee1ecb209cca35078bea3d0
GigaDevice,GD32F10x_DFP,2.0.3,GD32F10x_XD,858838b65a63635f6eaab4e16200ea5cc349856cf1bac62a876e9a316f5a05ed
GigaDevice,GD32F10x_DFP,2.0.3,GD32F10x_HD,5e92cbdc19c3c2b3f86cda5323719b55f8bf76424e21c404ac4f9b5f75608433
GigaDevice,GD32F10x_DFP,2.0.3,GD32F10x_MD,53a70feb8bd0d2e142d1f3e11bada068604ae49f07c2129ca4d3d850f7ca7735
GigaDevice,GD32F1x0_DFP,3.2.1,GD32F1x0,7e693826f18d2cf05257d92cfcadbc4106160fee424f2911abd7129e0fcff3f6
GigaDevice,GD32F20x_DFP,2.2.3,GD32F20x_CL,208b32d43c0df7445b6558d5e38442c63aaa7bb409e60e7fb9ca598aeb9e7f82
GigaDevice,GD32F30x_DFP,2.2.1,GD32F30x_CL,7c47a5a4142cfce8d2a42f87ab477e64e8a9643a23477c67a378eff909c4c67e
GigaDevice,GD32F30x_DFP,2.2.1,GD32F30x_XD,1afac5ba10a37a37a5e33db522c43637d55a2f19aafd683b98fddbf50c18f3d8
GigaDevice,GD32F30x_DFP,2.2.1,GD32F30x_HD,543f4d0b33e65c2a58c054fc15dbdf9c6edaf2bf64004035f5eecb1e6727f1e8
GigaDevice,GD32F3x0_DFP,3.0.2,GD32F3x0,3228026359141096c0b26c82056808f3b7ce3d6e54c7662804937f218c68d398
GigaDevice,GD32F4xx_DFP,3.0.3,GD32F403,345f88ccffd9803617b9f76c0da325fa66ad5599bc45ee4a3561088407b6c7de
GigaDevice,GD32F4xx_DFP,3.0.3,GD32F4xx,a75b66d65eb82646c251dd3f3731ad55af5d4ede99808531daceb106121aaea4
GigaDevice,GD32L23x_DFP,1.0.3,GD32L23x,09aca4995868056f822e145c037bea2ec8f1e16fe7ca361e2b1bb78651aae16f
GigaDevice,GD32W51x_DFP,1.0.3,GD32W515Tx,2172ccb1d2d24355f9d1d670cfc031bb678f61375340c2656e24b651b9c19a91
GigaDevice,GD32W51x_DFP,1.0.3,GD32W515Px,e80c504eecc8029dff5b609c092afac9b23269a05b2c53c83699d10fbab8fe03
HDSC,HC32F115,1.0.0,HC32F115F8TH,d8eadbf838e93b1ed29d0c3de312c80a135248c20ec43fe5d617b7ab619df4d1
HDSC,HC32F115,1.0.0,HC32F115H8TH,4a8a2144ef47fc01858482a7a7c6a02f252840aee666dc26698dce65643864ed
HDSC,HC32F120,1.0.2,HC32F120F6TA,8e647f01ff9fc3d7684652f005c26a2ba576911684d4759b610480dbddffb2d0
HDSC,HC32F120,1.0.2,HC32F120F8TA,de049b83c06ea7fec18f486be1a4f7149dc18054e2ed96ec1009301235a219b6
HDSC,HC32F120,1.0.2,HC32F120H8TA,062c0660903744f2fe85d8374d11eac2ad6a29e82af7d77213bcf54ef1dc99a5
HDSC,HC32F120,1.0.2,HC32F120H6TA,6329a0c31c4ff846b64751e52b27f79e956e8070895809a1b30d9330594fdfb9
HDSC,HC32F334,1.0.0,HC32F334JATI,34be33c3bb041d44e10f09cfe90de087290eb48f761101f9c1eb4d75c402d7d2
HDSC,HC32F334,1.0.0,HC32F334F8UI,ec8da3cd3eb5df1dae1e6afefc089fa6367116f03646b522a3d62360e1171b12
HDSC,HC32F334,1.0.0,HC32F334JAUI,5a418bbd95274e3119ca47e998f95ea065361d2f91b464233a0a74f4603d453b
HDSC,HC32F334,1.0.0,HC32F334KATI,71552c65627627aebd3ef052f3d758709744d141a73611c6c8ec08a223d97ac1
HDSC,HC32F334,1.0.0,HC32F334FAUI,64e2a762f8053abafb5825573f3c2faca4ec3dd09bff1d1c7cae0ebf4ab90085
HDSC,HC32F334,1.0.0,HC32F334J8UI,7d5e94ce271c70d8688b327e51366509c288af8aed81dc0427a79941c22ef7fc
HDSC,HC32F334,1.0.0,HC32F334J8TI,8f2b28ea84df5a1334f7932c1d6c094dc0248271127e4a6d979fb4600429ef92
HDSC,HC32F334,1.0.0,HC32F334K8TI,ef9439126149040705537f792cddce86f8ef742028ed750cabb6e6113ea41b3d
HDSC,HC32F448,1.0.1,HC32F448JCUI,184b7eb96739cf65a95184ced11a913d2a99136931962f95f20b8fbfeb3286da
HDSC,HC32F448,1.0.1,HC32F448KATI,be63db6e6fdf0492f959ea51557df031a46a85a99fb7b93cd894c07d6a1b3576
HDSC,HC32F448,1.0.1,HC32F448MCTI,2a984cc3a756218b1f20439ab7b5c441353000d7ba4edaa8b0bf9a73bfc9e334
HDSC,HC32F448,1.0.1,HC32F448JATI,4ebb2dde058b7df4848c39c75abf07d7c8f778d1c66426118faa91b26dbfc44b
HDSC,HC32F448,1.0.1,HC32F448JCTI,6d551ef8ea3115ff09de0e3a13fd36afd428e32094736ac30bede9e4d2b4f018
HDSC,HC32F448,1.0.1,HC32F448JAUI,36a10ecbaf8cb7cb455d4abda561d4a61d646fea01c11fcc12371038ed906532
HDSC,HC32F448,1.0.1,HC32F448KCTI,ec4e9335b1e882538dab4173e5d76fd1d12ea24df0437563fe3783eb17dbeff1
HDSC,HC32F448,1.0.1,HC32F448FAUI,59ddaca4041c7039466eddb5e39e532737a0dab2a36ef66d1c010f0f3cb74dc2
HDSC,HC32F448,1.0.1,HC32F448FCUI,2266ecb7d90e569ee55bd9eb516b88d51332c77110a207899127fa66ff7174d1
HDSC,HC32F448,1.0.1,HC32F448MATI,8903cc58d873c2efb848336e8173ba721566138b6b7aaaaad34cfecabb001d6e
HDSC,HC32F451,1.0.2,HC32F451PETB,cef86f1cb547e00681c2a060bf1899c2a4da3be03157e3cc6ee4014b1a1e9cd6
HDSC,HC32F451,1.0.2,HC32F451FEUB,3972aa5085bf3ebefe834f2675c3e0322849c05030e6b146fccbec9804f83d84
HDSC,HC32F451,1.0.2,HC32F451JEUB,490451c1e95b6527981c029789ac57ac9721698d07ad2778bc88d808954c768b
HDSC,HC32F451,1.0.2,HC32F451KETB,774b70c74cfda1f728ba0099cd178323e687f00ad7b2bb625ff0cfe99037745d
HDSC,HC32F452,1.0.2,HC32F452JEUB,81571c62b386214f46e97e0e7878543c458c535bf62615235354479a7ad0c593
HDSC,HC32F452,1.0.2,HC32F452FEUB,defb3f5489c35100d4a73fab977431db978c88d64783b59c433d8416ca8a3d76
HDSC,HC32F452,1.0.2,HC32F452KETB,cf64081bb5aee34105fa349b8eec7bb31ac0f1aa1fdef225a435e633c3d52046
HDSC,HC32F452,1.0.2,HC32F452PETB,383f857c2ebcd3eeb53e1f8badbdbf260dad3c0b5be78043d5a1c54563891aa8
HDSC,HC32F460,1.0.11,HC32F460JCTA,da2b59aa2ef3fe0108af1e4e1c491ce1308d09e1f095eaea5c108eb0a2b3c315
HDSC,HC32F460,1.0.11,HC32F460KEUA,fef3ce5328943317f943216dc6d2f14cdf3e56a0f28b4e9312a79d3e79555ce2
HDSC,HC32F460,1.0.11,HC32F460KETA,934c663e8312f99824e1c2d1f58d93c1e66a3042d0dd5ff12695e83ff673c2a2
HDSC,HC32F460,1.0.11,HC32F460KCTA,a30976323374006337e4145d8c86fa0edb02c15c3a8fa3f9c2d4b39416014af4
HDSC,HC32F460,1.0.11,HC32F460JEUA,fa52ed35f8d15eff5d6c7e5d3826715fb823896565d21b38f7baf555ac37a118
HDSC,HC32F460,1.0.11,HC32F460PEHB,7cf11c3d3492ce65250822dd19e96ac0353ee11d7e2a9c182b5da7575b100633
HDSC,HC32F460,1.0.11,HC32F460PCTB,a88069cbbfc06ec3fb7fba09cd4dde91e6f7610255c9d24ccd43fd583a614cc6
HDSC,HC32F460,1.0.11,HC32F460JETA,c51e5fc897c677a2f12faeed60df65b8958e8973f6c5a933d3cbc76d2c1ee000
HDSC,HC32F460,1.0.11,HC32F460PETB,6dae9d2596f48e2c768e7cd41bb5804fd27eaa260e2f46c65a5aac5b51541deb
HDSC,HC32F472,1.1.0,HC32F472JCTI,0ae609e8312f4283051de532b304b802b93f416ddca64ab2e0418710311705b3
HDSC,HC32F472,1.1.0,HC32F472JETI,f169ce76d86df34bca9107afd52865a6147efcb247405a6afc34828ab8034660
HDSC,HC32F472,1.1.0,HC32F472PETI,a5229ec5ba1977a20800b6cacc7e682af55bd3bcbe1801233a83e820a2ae75ff
